content,score
"ini game nya udh bagus, cuma yg bikin kesel tu sinyalnya, tiap kali main sinyal merah+ngelag padahal jaringan aku bagus, kuota aku juga mash banyak tapi tetap aja ngelag. aku udh cari dan nyoba banyak tutor di yt cara biar gak ngelag pas main ml, tpi masih ngelag. aku jga udh download apl pelancar jaringan, karena aku kira mungkin jaringan aku kurang lancar tapi tetap aja ngelag pas main. sumpah aku cape bangettttt+keselll. tolong dong perbaiki game nya biar gak ngelag.😞",2
ada apa dengan mobile legen kok mlah banyak bug gak jelas tolong perbaikannya setelah update malah banyak bug,1
"Game taik, masa iya di kasih darksistem Mulu gak seimbang, Masa dikasih win sekali habis itu losetreak 5 kali atau bahkan 7 kali. Kalau ngasih tim itu yang seimbang lah MOONTON, mohon diperbaiki lag,i Dan satu lagi jaringan nya lah MOONTON tolong di perbaiki lagi masa di dalam game ngelag Mulu tolonglah MOONTON. Semoga di mengerti.",1
bagus sih tapi sekalinya lag lag banget terus musuhnya jago tapi tim sendiri bot banget tolong kasih bot musuhnya moonton,4
"Ini Game mau nya kapan benerin koneksi sinyal nya??? Udah 6 bulan sinyal di game ML gapernah benar!!, di HP gw aja full sinyal nya bisa mainin buka youtube, pubg, call of duty mobile hanya ML saja yang bikin gw pusing main nya. Selaaaaluuu aja patah2 koneksi ML saat lagi di pertandingan. Udah ah hapus aja game ML nya, 👎👎",1
Kalo ngasih tim buat player solo rank.tolong cari yang seimbang.jangan dikasih anak yang baru main.pertemukan lah player lama dengan yg lama,1
"lain kalo kalo mau punya game, minimal normalin lah jaringan nya, masa reward hp tapi di game nya masih ada bug",1
Update malah bikin makin jelek. Banyak bug. Ping selalu merah padahal sinyal saya bagus. Kalah pertandingan karena ping jelek. Bug yang sangat merugikan. Uninstall :-),1
gua main solo gapernah dapet team yang bener ptk.. giliran musuhnya pada bisa main rata² orang jawa yang dark sistem kont,1
Game apa ini dikasih kalah terus gua... Main rank dikasih tim dark system Main magic chess gak di kasih hero yang sesuai sama Synergy nya. Gak mantap bintang 1 aja sharusnya sih ga usah dikasih bintang karena game nya mempunyai lingkungan yang buruk dan system yang saya rasa itu pilih kasih 👎,1
"tolong ya moonton , tdi saya main sinyal bagus² saja , pas main ke 2 tiba² menghubungkan dan GK bisa gerak sama sekali ,login ulang juga pun sama GK bisa masuk pdhl sinyal saya bagus , dan klo main selalu dpet tim yg GK sesuai aturan tim musuh kayak pro player sedangkan tim saya sendiri kayak orng baru main GK ad keadilan klo ngasih tim mohon ya di pertimbangkan lgi dri klo kayak gini terus mending main di game sebelah enak dpet tim sama musuh setara dengan kemampuan kita , mending pindah game",1
Abis upgrade kenapa loading trs nggak bisa masuk ke gameNya.. Woii moonton jawab dari kemarin abis di upgrade nggak bisa masuk2,1
"Pemain lain sering menggunakan kata-kata kasar, menghina, atau tidak sportif, sehingga suasana bermain jadi tidak menyenangkan. Pemain merasa sistem matchmaking tidak seimbang, sering dipertemukan dengan lawan atau rekan tim yang levelnya terlalu jauh. Terlalu banyak keuntungan bagi pemain yang membeli item premium, sehingga pemain gratisan merasa tidak kompetitif.",1
Mobil legend adalah game dengan sistem paling buruk masa kita main di beri musuh yg jago sementara di sisi kita tim itu rata rata gak bisa main jadi tolong lah nonton kasih sistem yg adil supaya kita gak emosi saaat main mobil ejen masa dah dari dulu masih aja gak bisa merubah sistem ni game si satu kata buat monton lawakkkkk,1
"Bug sinyal, masa iya gue pake apk lain kencengnya ga ngotak giliran main game ini sinyal bener bener drop, kacau mobile legends, udah dikasih tim yang ga setara sama lawannya, ditambah bug signal, jujur dari gue pribadi udah ga nyaranin main game ini, ini game bener bener udah parah banget, saran gue HAPUS GAME INI DARI HANDPHONE KALIAN!!!",1
seru sih seru tapi banyak player gak ngerti main ml udah push rank 3 jam ga ada nambah ga naik ni game apa uji amarah sih? tolonglah montoon saya di kasih tim ga bisa main mulu,2
"uninstal ajh gk sih.. Draftnya ngawur Sinyal Sering Bug, Padahal baterai full Apalagi kuota Android 5G ini loh... meskipun bukan iphone",2
Sangat direkomendasikan! Gameplay yang adiktif dan memuaskan. Saya tidak bisa berhenti memainkannya! Saya akan mengingat game ini selamanya. GG (Good Game).,5
Ini kenapa yah udah exyted banget mau main malah loading nya lama banget kenapa yah tolong diperbaiki aku mau main,1
"Moonton nggak jelas banget,, gue susah2 nyari menang eh malah dapat tim GK jelas banget mana lagi tim musuh malah jago setara dgn mitik honor ke atas,, nggak masuk akal. Alias enggak seimbang mainnya.. gue kecewa banget,, moonton gitu2 Mulu nggak ada perkembangan & perbaikannya malah nambah parah gamenya.",2
sangat baik dan sangat mudah di mainkan minusnya kredit sekor para pemain sangat lama untuk di perbaiki,5
"Saya sangat menyukai game mobile legends dari segi Hero,skin Hero, event dan banyaknya kolaborasi dengan bayak anime yang terkenal tapi saya ingin mengucapkan tolong keseimbangan tim yang berbeda jauh dari segi Lane Hero dan lain lain itu saja keselurunnya sangat bagus sekali.",5
"Saya kalau mau match di dalam pertandingan mulai di bikin lag sistem mobile legend, soalnya jaringan saya stabil terus kenapa di bikin afk 3 kali sama mobile legend dan juga di saat mau bertanding pun di bikin freeze",3
"Aku sangat suka game ini character dan skin skin nya tapi ada salah satu yang gw gk suka hari ini saya main saya punya tim yang pacaran baru tim musuh nya bilang ""Sini buat saya aja pacar nya"" ""pacarnya buat kakak gw aja"" baru pas saya sudah selesai main saya langsung lapor mereka",5
"tolong jika menemukan match yg cocok sedikit lama, saya tidak apa"" menunggu lama daripada saya harus se tim dengan computer, yg jelas ketika saya cek profile akun tersebut sudah tidak aktif lama, dan juga untuk player solo yg sering bertemu dengan rank yg sangat jauh dri rank kita",3
Masa gw kan udah login 16 hati pass ge login bawaannya monton item monton item kesel gw lama lama pokoknya ini game perbaiki lagi,1
"ini game ny cukup keren dan banyak fitur' menarik,cuman kendala di game ini adalah player ny yg egois dan pembagian player yg tidak adil, padahal kita sudah berusaha keras untuk menang tapi team kita ngtroll atau g niat main. ini tolong di adakan fitur pengurangan kredit skir yg cukup banyak untuk player yg gak niat main. klo begini cara nya bagaimana game ini mau berkembang. #light sistem",3
"Monton kalo bisa bintang 0,5 gua buat !!! . Kenapa gak bisa mode classic dan rank padahal sudah banyak kredit skor. Mending pindah ke HOK sekin gratis, Hero bisa semua. Kecewa aku donlod ml berat"" hasilnya mengecewakan 😡😡😡😡😡😡😡",1
"moonton tolong perbaiki sistem lose streak nyaa dong, iyaa kami tau kalau sistem itu bertujuan biar pemain nyaa bermain terus sampai menang,tapi kan gaa sampe full lose streak juga history kuu🥲🥲🥲,mohon moonton sistem ini mungkin bisa diperbaiki atau lebih di perhatikan lagi biar pemain nyaa gaa malas' gimana gitu waktu pas mau main atuh🙏🏻🙏🏻🙏🏻",1
"Gapernah dapet tim yang benar, selalu dapat musuh yang jago. Sangat tidak disarankan untuk dimainkan",1
"Ada apa dengan game, saya setiap main lag trus padahal sinyal ok??? Tolong lah saya main game ini buat heppy tapi ini malah kebalikannya huff... Aku bagi bintang 4 dulu klau game saya sudah stabil ntar saya kasih bintang 5...moonton tolong lah perbaiki masalah koneksi game ini🙏🙏😌",4
"game nya bagus banget, terus ada fitur ulang tahun, sumpah seneng banget soalnya gak ada yg pernah rayain ulang tahunku, baru pertama sekali aku dirayain walupun cuman oleh game 😆",5
aneh gem ni masak pake wf siyal ijo dak bisa gerak .kalau mati gerak ada musuh lansung gak bisa gerak aneh ni gem perhatikan keyamanan pelayer dong jangan asal cari keuntungan aja.kami pake uwang bukan pake daun bayar wf ya.,1
"Mohon Perbaiki Bug Sinyal Nya,Karena Kesal Banget Ama Sinyal Nya Di Mulai Dari Ping Tidak Stabil,Hero Bergerak Sendiri Tanpa Di Kendalikan,Dll. Itu Aja Saran Dari Saya Mohon Ya, Masalah Jaringan Harus Di Perbaiki Soalnya Kalau Masuk Game MLBB Ping Selalu Tidak Stabil Padahal Di Aplikasi Lainnya SinyalNya Normal-Normal Aja. Mohon Masalah Jaringan Di Perbaiki. Jangan Lupa Banyakin Lagi Event Gratisan Nya Monton.... Nanti Player Banyak Pindah Ke Game""Honor Of Kings""Lo Jangan Lupa Banyakin Lagi Ya!",3
"Dark system dimana2, baru win streak dikit eh langsung dah tuh dark system nya mulai, kalau satukali duakali sih ok, tapi berkali-kali konntl. Belajar lah dari system tetangga sebelah, pas skin aja ngegas copy-nya, tapi fitur lain?? Udah season baru masih sama aja, match making masih sampah, tim gajelas, solo dikasih lawan tim. Emang ga niat benerin tu sistem Pantes co temen2 pada pindah ke sebelah",1
"Gue jelasin, game nya bagus, tapi pas, aku main, gak, bisa main, clasic, atau, rank, untuk montonnya, ya tolong, diperbaiki, soalnya, aku baru dowload, jadi, gak bisa, main apa apa, tolong ya, diperbaiki, montonn, udah itu, saja dari, informasi saya, dan sekian terimakasih.",1
Game keren dan bagus tapi 1 kendala timny di kasih yang bot terus...padahal udah menang di awal bisa¹nya ke combeck dari legend 2*4 turun ke legend3*5 tolong optimalkan musuh dan tim yang sama¹ bisa main,1
"seru, cuma ngelag terus waktu pemilihan timnya itu loh kadang tim nya kurang jago tapi musuh malah dapet yang jago itu ngeselin sih, jadi waktu pemilihan tim tolong yang benerr",4
"Game rate tertinggi tapi terlalu bnyak upaya ke skin lah animasi lah,,, tapi di In game bnyak yg ngeluh ping gk stabil,,, dri dlu gk ada perbaikan buat kesitu kah,,,molor terus manajemen nya nih,,,",1
setiap ada update selalu leg tolong di perbaiki,1
"Tolong lah montoon d perkecil lg ramnya untuk hp ram 4,,padahal jaringan bagus tpi loadingscreen nya lama dan jug kadang kluar sendiri alasan jaringan padahal tertera jelas jaringannya bagus,,,tlng d perbaiki ya montoon,agar semua player yng kurang mampu dlm spesifikasi hpnya bisa main juga",4
"sinyal makin kesini mkin jelek,main rank se tim sm bot yg ga sesuai tiernya, lose streak 4x krna setim terus sm komputer hadeh",1
"matchmaking suka ga seimbang, kadang tim sndiri dikasih yg bnr"" low tier giliran tim musuh malah ex high tier semua, udh gtu klo ada yg pake pp ga seonoh udh saya laporin ppnya malah ga diban, giliran pp saya yg normal"" aja malah di ban mana sebulan lgi hdeh gjls deh, but untuk yg lain okelah...",3
"Sekarang ML kurang bagus, sinyal lag trs, mana dpt tim drak sistem trs setiap main, blon lawan nya GK sepadan selalu dpt lawan lebih jago di luar nalar, kadang suka relog sendiri berhenti dan login sendiri. Tolong dong ini gmn yah makin ke sini makin susah buat naik rank, stuck di meticyk trs nih.. kan pngen imortal jg akuh. Tolong perbaiki yah. Trimakasih",4
"banyak darksistem gw udah lostrek 15 kali ga di kasih menang, jadi jangan main game mobile legends, karena bisa membatalkan puasa saat bermain game mobile legends ini seperti game haram",1
game apaan ini masa rank di beri kala trus ...bisa ga sih menang 1 kali ja....masa udh main 3 hari lebih kala trus ....gmna ini.game apaan,1
"Saya kecewa dengan game ini, ku kira setelah update akan menjadi lebih baik tapi ternyata malah sebaliknya, selalu dapat team yang buruk dan musuh yang sangat kuat sekali, game ini hanya menguras harta orang lain hanya demi event gak jelas, tidak memandang kondisi seseorang",1
Game nya sangat seru tapi kadang tim nya kurang bisa di andalin sih (cukup itu aja terima kasih),5
"lag bener padahal sinyal bagus, hadehh tiap warr aja lag parah pas ga warr sinyal nya bagus.",1
"Kenapa saya beri bintang 1 . Karena tim yang diberi tidak sesuai rank yang sebelum season dan perbedaan main menjadi tidak kompak, tidak serius dan sengaja untuk memberikan lawan kill, yang terakhir semoga komentar ini bisa dibacakan langsung oleh Developernya bahwa sistem ini harus diubah lagi!!!!!!!!!!!!!!",1
"Tolong dong yaa moonton kalau lagi enak enak main jngan kau kasih lag lah.. Pertama udh unggul ujung ujung nya malah di comeback, jadinya kalah.. Truss kalau bisa tolong dong buat jaringan nya jngan banyak masalah truss, padahal apk lain jg lancar ko, ini fi pake maen malah lag, gk masuk akal tau",2
"gamenya bagus tapi ada beberapa saran yang menurut saya harus di pertimbangkan. untuk masalah pada battlefield, tolong untuk kamera (POV) lebih di tinggikan karna sangat tidak nyaman bermain dengan kamera yang serendah itu, walaupun sudah di atur ke kamera tinggi tetapi masih kurang luas untuk padangan kita terhadap beberapa titik seperti semak"" atau sebagainya, jika saran saya di respon akan saya beri bintang 5. sekian terimakasih",3
"Moonton sekarang kayak taik.. Mirip spesifikasi JUDI.. Menang 1 x,kalah 5 kali.. Selalu diberikan lawan yg diatas rata2.. Tiba di team,selalu di berikan player feeder.. Mau Mabar full atau solo pun selalu begtu, sistemnya udh ngikutin judi online..menang 1 x kalah smpai habis bintang.. Makin lama makin gak benar aplikasi mobile legend",1
"moonton"", kalok ngasi tim yang ngotak lah bedain yg pro sama yg noob jangan lah kau sama kan, emang gila ni game lama lama bagus gw pindah game gitu.",1
"game nya seru banget, tapi tolong ya jangan kasih tim dark sistem ya moonton,gw kasih rating 4 aja karna moonton ngasih dark sistem.",4
"Baru lama gak main baru main dua kali kok dikasih nya........ Player trol, player ngambil buff jungler, ga ada bantu turtle, gak ada bantu lord, plis lah baru gak main beberapa Minggu baru balik kok dikasih yg beginian kalau ini terulang aku sangat-sangat kecewa",1
"gamenya udah bagus tapi aku ada saran yaitu tambahin fitur maju mundurin replay moonton, karena pastinya kalau ada fitur itu sangat membantu konten creator atau kita yang suka ngedit"", selain itu juga tambahin fitur transfer bp moonton, karena itu sangat membantu bagi player atau teman teman yang baru main agar bisa membeli hero lebih cepat dan bisa dapat mempelajari nya, karena bagi kami player yang sudah lama bp kami itu udah ga berguna, emblem sudah max, hero udah semua kebeli, terima kasih",5
Baru masuk dalam game tiba tiba langsung keluar Gak gerak sama sekali freeze secara total Agak kecewa sih,1
"Gamenya sudah sangat bagus. Tolong perbaiki antara rolenya,karena d setiap player kadang ada yg tidak berkontribusi terhadap rolenya. Kita main solo player belum tentu dapat tim yg bagus. Kita mabar 5 belum tentu kita menang",2
"Assalamu'alaikum wr wb ,,dear MLBB kalau bisa di hp ram 3 ,, kapasitas memori aplikasi d press mgecil agar pnyimpanan seimbang tdak penuh pnyimpanan penuh kwk wkwk",2
"Dear Vendor Moonton Mobile legend.. Ada apa dengan server dalam game anda sekalian?. Setiap kami memainkan pertandingan slalu aja ada bug, lag tiba² parah lagi. Padahal update ratusan MB, pakai provider sudah, Indosat, XL, 3, simpati. Sudah jelas bukan provider yg jelek, tapi Mobile legend hosting bermasalah. Saya kasih rating 2 saja. Asalnya 5 bintang sebelum update...namun stelah update bukannya bagus eh wht the hell.",2
"Game moba yg terbaik saat ini iyalah mobile legends😎sumpah gua merasa terhibur dgn permainannya & merasa senang jika lagi bermain bersama-sama teman(nongkrong party bareng) namun ada saja hal-hal yg tidak terduga saat bermain itu. Saya sering mendapatkan player yg tidak mau di atur/berkata kasar, jadi saya minta pihak Moonton untuk menyelidiki / memperbaiki lagi sistem dalam permainan nya🙏",4
